KOD10;NEV
T3030;Nem meghatározott testtájék harmadfokú égési sérülése
T3040;Nem meghatározott testtájék maródása, foka nem meghatározott
T3050;Nem meghatározott testtájék elsõfokú maródása
T3060;Nem meghatározott testtájék másodfokú maródása
T3070;Nem meghatározott testtájék harmadfokú maródása
T3100;A testfelület kevesebb, mint 10%-át érintõ égés
T3110;A testfelület 10-19%-át érintõ égés
T3120;A testfelület 20-29%-át érintõ égés
T3130;A testfelület 30-39%-át érintõ égés
T3140;A testfelület 40-49%-át érintõ égés
T3150;A testfelület 50-59%-át érintõ égés
T3160;A testfelület 60-69%-át érintõ égés
T3170;A testfelület 70-79%-át érintõ égés
T3180;A testfelület 80-89%-át érintõ égés
T3190;A testfelület 90, vagy több %-át érintõ égés
T3200;A testfelület kevesebb, mint 10%-át érintõ maródás
T3210;A testfelület 10-19%-át érintõ maródás
T3220;A testfelület 20-29%-át érintõ maródás
T3230;A testfelület 30-39%-át érintõ maródás
T3240;A testfelület 40-49%-át érintõ maródás
T3250;A testfelület 50-59%-át érintõ maródás
T3260;A testfelület 60-69%-át érintõ maródás
T3270;A testfelület 70-79%-át érintõ maródás
T3280;A testfelület 80-89%-át érintõ maródás
T3290;A testfelület 90, vagy több %-át érintõ maródás
T3300;A fej felületes fagyása
T3310;A nyak felületes fagyása
T3320;A mellkas felületes fagyása
T3330;A hasfal, derék és medence felületes fagyása
T3340;A kar felületes fagyása
T3350;A csukló és kéz felületes fagyása
T3360;A csípõ és comb felületes fagyása
T3370;A térd és a lábszár felületes fagyása
T3380;A boka és lábfej felületes fagyása
T3390;Egyéb és k.m.n. részek felületes fagyása
T3400;A fej szövetelhalással járó fagyása
T3410;A nyak szövetelhalással járó fagyása
T3420;A mellkas szövetelhalással járó fagyása
T3430;A hasfal, derék és medence szövetelhalással járó fagyása
T3440;A kar szövetelhalással járó fagyása
T3450;A csukló és kéz szövetelhalással járó fagyása
T3460;A csípõ és comb szövetelhalással járó fagyása
T3470;A térd és a lábszár szövetelhalással járó fagyása
T3480;A boka és lábfej szövetelhalással járó fagyása
T3490;Egyéb és k.m.n. részek szövetelhalással járó fagyása
T3500;Több testtájék felületes fagyása
T3510;Több testtájék szövetelhalással járó fagyása
T3520;A fej és nyak fagyása, k.m.n.
T3530;A mellkas, has, derék, és a medence fagyása, k.m.n.
T3540;A felsõ végtag fagyása, k.m.n.
T3550;Az alsó végtag fagyása, k.m.n.
T3560;Több testtájék fagyása, k.m.n.
T3570;Fagyás k.m.n. helyen
T3600;Penicillinek által okozott mérgezés
T3610;Cephalosporinok és egyéb b-laktám antibiotikumok okozta mérgezés
T3620;Chloramphenicol csoport által okozott mérgezés
T3630;Macrolidek által okozott mérgezés
T3640;Tetracyclinek által okozott mérgezés
T3650;Aminoglycosidok által okozott mérgezés
T3660;Rifamycinek által okozott mérgezés
T3670;Systemásan alkalmazott antifungalis antibiotikumok okozta mérgezés
T3680;Egyéb systemás antibiotikumok által okozott mérgezés
T3690;K.m.n. systemás antibiotikumok által okozott mérgezés
T3700;Sulfonamidok által okozott mérgezés
T3710;Mycobacterium elleni szerek által okozott mérgezés
T3720;Malária és egyéb vér-protozoonokra ható gyógyszerek okozta mérgezés
T3730;Egyéb protozoonok elleni szerek által okozott mérgezés
T3740;Féreghajtók által okozott mérgezés
T3750;Vírus elleni szerek által okozott mérgezés
T3780;Egyéb systemás fert. elleni szerek, antiparasiticumok okozta mérgezés
T3790;Systemás k.m.n. fert. elleni szerek, antiparasiticumok okozta mérgezés
T3800;Glycocorticoidok és syntheticus analógjaik által okozott mérgezés
T3810;Pajzsmirigyhormonok és pótszereik által okozott mérgezés
T3820;Pajzsmirigyhormon elválasztás elleni szerek által okozott mérgezés
T3830;Insulin és oralis antidiabeticumok által okozott mérgezés
T3840;Orális fogamzásgátlók által okozott mérgezés
T3850;Egyéb oestrogenek és progestogenek által okozott mérgezés
T3860;Antigonadotropin-antioestrogen-antiandrogenek m.n.o. okozta mérgezés
T3870;Androgenek és anabolicus fajrokonok által okozott mérgezés
T3880;Egyéb és k.m.n. hormonok és syntheticus pótszereik okozta mérgezés
T3890;Egyéb és k.m.n. antagonisták által okozott mérgezés
T3900;Salicylatok által okozott mérgezés
T3910;4-aminophenol -származékok által okozott mérgezés
T3920;Pirazolon-származékok által okozott mérgezés
T3930;Egyéb nem-steroid gyulladásgátlók (NSAID) által okozott mérgezés
T3940;Antirheumaticumok, m.n.o. által okozott mérgezés
T3980;Egyéb nem opioid fájdalom- és lázcsillapítók, m.n.o. okozta mérgezés
T3990;Egyéb nem opioid k.m.n. fájd.-lázcsill.-antirheumaticumok ok. mérgezés
T4000;Ópium által okozott mérgezés
T4010;Heroin által okozott mérgezés
T4020;Egyéb opioidok által okozott mérgezés
T4030;Methadon által okozott mérgezés
T4040;Egyéb syntheticus narcoticumok által okozott mérgezés
T4050;Cocain által okozott mérgezés
T4060;Egyéb és k.m.n. narcoticumok által okozott mérgezés
T4070;Cannabis (származékok) által okozott mérgezés
T4080;Lysergid [LSD] által okozott mérgezés
T4090;Egyéb és k.m.n. psychodyslepticumok [hallucinogének] okozta mérgezés
T4100;Inhalatiós anaestheticumok által okozott mérgezés
T4110;Intravénás anaestheticumok által okozott mérgezés
T4120;Egyéb és k.m.n. általános anaestheticumok által okozott mérgezés
T4130;Helyi anaestheticumok által okozott mérgezés
T4140;K.m.n. anaestheticumok által okozott mérgezés
T4150;Terápiás gázok által okozott mérgezés
T4200;Hydantoin származékok által okozott mérgezés
T4210;Iminostilbenek által okozott mérgezés
T4220;Succinimidek és oxazolidindionok által okozott mérgezés
T4230;Barbituratok által okozott mérgezés
T4240;Benzodiazepinek által okozott mérgezés
T4250;Vegyes antiepilepticumok, m.n.o. által okozott mérgezés
T4260;Egyéb antiepilepticum és nyugtató-altató szerek által okozott mérgezés
T4270;K.m.n. antiepilepticum és nyugtató-altató szerek okozta mérgezés
T4280;Antiparkinson gyógysz. és központi izomtónus-depressánsok ok. mérgezés
T4300;Tricyclusos és tetracyclusos antidepressivumok által okozott mérgezés
T4310;Monoamino-oxydase-inhibitor antidepressivumok által okozott mérgezés
T4320;Egyéb és k.m.n. antidepressivumok által okozott mérgezés
T4330;Phenothiazin antipsychoticus gyógysz., neurolepticumok okozta mérgezés
T4340;Butyrophenon és thioxanthin neurolepticumok által okozott mérgezés
T4350;Egyéb és k.m.n. antipsychot. gyógysz., neurolepticumok okozta mérgezés
T4360;Psychostimulánsok, abusus lehetõségével által okozott mérgezés
T4380;Egyéb psychotrop gyógyszerek, m.n.o. által okozott mérgezés
T4390;K.m.n. psychotrop gyógyszerek által okozott mérgezés
T4400;Anticholinesterase szerek által okozott mérgezés
T4410;Egyéb parasympathomimeticumok [cholinergicumok] által okozott mérgezés
T4420;Ganglionblockoló gyógyszerek, m.n.o. által okozott mérgezés
T4430;Egyéb parasympatholyticumok és spasmolyticumok, m.n.o. okozta mérgezés
T4440;Túlnyomóan a-adrenoreceptor agonisták, m.n.o. által okozott mérgezés
T4450;Túlnyomóan b-adrenoreceptor agonisták, által okozott mérgezés
T4460;a-adrenoreceptor antagonisták, m.n.o. által okozott mérgezés
T4470;b-adrenoreceptor antagonisták, m.n.o. által okozott mérgezés
T4480;Központilag ható és adrenerg-neuron blockoló szerek okozta mérgezés
T4490;Elsõdlegesen az autonom idegr.re ható k.m.n. gyógysz. okozta mérgezés
T4500;Antiallergiás gyógyszerek és antiemeticumok által okozott mérgezés
T4510;Daganat elleni és immunosuppressiv szerek által okozott mérgezés
T4520;Vitaminok, m.n.o. által okozott mérgezés
T4530;Enzimek, m.n.o. által okozott mérgezés
T4540;Vas és vegyületei által okozott mérgezés
T4550;Anticoagulansok által okozott mérgezés
T4560;A fibrinolysisre ható gyógyszerek által okozott mérgezés
T4570;Anticoag. antagonisták, K-vit. és egyéb véralvadásfokozók okozta mérg.
T4580;Egyéb elsõdlegesen systemás és haematologiai szerek okozta mérgezés
T4590;K.m.n. elsõdlegesen systemás és haematologiai szerek okozta mérgezés
T4600;Szívmûködést fokozó glycosidok és gyógyszerek okozta mérgezés
T4610;Kalciumcsatorna blockolók által okozott mérgezés
T4620;Egyéb szívritmus-regulátorok, m.n.o. által okozott mérgezés
T4630;Szívkoszorúér-tágítók, m.n.o. által okozott mérgezés
T4640;Angiotensin-converting enzimgátlók által okozott mérgezés
T4650;Egyéb vérnyomáscsökkentõ szerek, m.n.o. által okozott mérgezés
T4660;Lipaemia és arteriosclerosis elleni gyógyszerek által okozott mérgezés
T4670;Perifériás értágítók által okozott mérgezés
T4680;Varicositas elleni és sclerotisáló anyagok által okozott mérgezés
T4690;Elsõdlegesen szív-érrendszerre ható k.m.n. gyógyszerek okozta mérgezés
T4700;Histamin H2-receptor antagonisták által okozott mérgezés
T4710;Egyéb sav-gyomornedv secretiót csökkentõ gyógyszerek okozta mérgezés
T4720;Bélizgató hashajtók által okozott mérgezés
T4730;Sós és osmoticus hashajtók által okozott mérgezés
T4740;Egyéb hashajtók által okozott mérgezés
T4750;Emésztés-serkentõk által okozott mérgezés
T4760;Hasmenés elleni gyógyszerek által okozott mérgezés
T4770;Emeticumok által okozott mérgezés
T4780;Egyéb, elsõdlegesen a gyomor-bélrendszerre ható szerek okozta mérgezés
T4790;K.m.n. gyomor-bélrendszerre ható szerek által okozott mérgezés
T4800;Fájáskeltõ gyógyszerek által okozott mérgezés
T4810;Vázizom-relaxánsok [neuromuscularis blockolók] által okozott mérgezés
T4820;Egyéb és k.m.n. elsõdlegesen az izmokra ható szerek okozta mérgezés
T4830;Köhögéscsillapítók által okozott mérgezés
T4840;Köptetõk által okozott mérgezés
T4850;Meghûlés elleni gyógyszerek által okozott mérgezés
T4860;Antiasthmaticumok által okozott mérgezés, m.n.o.
T4870;Egyéb és k.m.n. elsõdl. légzõszervekre ható gyógysz. okozta mérgezés
T4900;Helyi antifung., fert. elleni, gyull.csökkentõ szerek okozta mérgezés
T4910;Antipruriticumok által okozott mérgezés
T4920;Helyi adstringensek és detergensek által okozott mérgezés
T4930;Puhító, védõ és fájdalomcsillapító szerek által okozott mérgezés
T4940;Keratolyt.-keratoplast., egy. hajkezelõk, preparátumok okozta mérgezés
T4950;Szemészeti gyógyszerek és preparátumok által okozott mérgezés
T4960;Fül-orr-gégészeti gyógyszerek és preparátumok által okozott mérgezés
T4970;Helyileg használt fogászati gyógyszerek által okozott mérgezés
T4980;Egyéb anyagok által okozott mérgezés
T4990;K.m.n. anyag által okozott mérgezés
T5000;Mineralocorticoidok és antagonistáik által okozott mérgezés
T5010;Kacs-diureticumok által okozott mérgezés
T5020;Carboanhydrase-inhibitor, benzothiadiazid, egyéb diuret. okozta mérg.
T5030;Elektrolyticus, caloricus és folyadékegyensúly anyagok okozta mérgezés
T5040;Húgysavanyagcsere gyógyszerei által okozott mérgezés
T5050;Étvágycsökkentõk által okozott mérgezés
T5060;Máshová nem osztályozott antidotumok által okozott mérgezés
T5070;Analepticumok és opioid-receptor antagonisták által okozott mérgezés
T5080;Diagnosztikai anyagok által okozott mérgezés
T5090;Egyéb és k.m.n. gyógyszerek és biológiai anyagok okozta mérgezés
T5100;Ethanol toxikus hatása
T5110;Methanol toxikus hatása
T5120;2-propanol toxikus hatása
T5130;Amylalcohol toxikus hatása
T5180;Egyéb alkoholok toxikus hatása
T5190;K.m.n. alkoholok toxikus hatása
T5200;A kõolajtermékek toxikus hatása
T5210;Benzol toxikus hatása
T5220;Benzol és homológjai toxikus hatása
T5230;Glycolok toxikus hatása
T5240;Ketonok toxikus hatása
T5280;Egyéb szerves oldószerek toxikus hatása
T5290;K.m.n. szerves oldószerek toxikus hatása
T5300;Szén-tetrachlorid toxikus hatása
T5310;Chloroform toxikus hatása
T5320;Trichlor-ethylen toxikus hatása
T5330;Tetrachlor-ethylen toxikus hatása
T5340;Dichlor-methan toxikus hatása
T5350;Chlorofluorocarbonok toxikus hatása
T5360;Alifás szénhidrogének egyéb halogén származékai toxikus hatása
T5370;Aromás szénhidrogének egyéb halogén származékai toxikus hatása
T5390;Alifás-aromás szénhidrogének, k.m.n. halogénszármazékok toxikus hatása
T5400;Fenol és homológjai toxikus hatása
T5410;Egyéb maró szerves vegyületek toxikus hatása
T5420;Savak és savszerû anyagok toxikus hatása
T5430;Maró lúgok és lúgszerû anyagok toxikus hatása
T5490;K.m.n. maró anyagok toxikus hatása
T55H0;A szappanok és detergensek toxikus hatása
T5600;Ólom és vegyületei toxikus hatása
T5610;Higany és vegyületei toxikus hatása
T5620;Króm és vegyületei toxikus hatása
T5630;Kadmium és vegyületei toxikus hatása
T5640;Réz és vegyületei toxikus hatása
T5650;Cink és vegyületei toxikus hatása
T5660;Ón és vegyületei toxikus hatása
T5670;Beryllium és vegyületei toxikus hatása
T5680;Egyéb fémek toxikus hatása
T5690;K.m.n. fém toxikus hatása
T5700;Arzén és vegyületei toxikus hatása
T5710;Phosphor és vegyületei toxikus hatása
T5720;Mangán és vegyületei toxikus hatása
T5730;Hydrogen cyanid toxikus hatása
T5780;Egyéb meghatározott szervetlen anyagok toxikus hatása
T5790;K.m.n. szervetlen anyag toxikus hatása
T58H0;A szénmonoxyd toxikus hatása
T5900;Nitrogenoxyd toxikus hatása
T5910;Kéndioxyd toxikus hatása
T5920;Formaldehyd toxikus hatása
T5930;Könnygáz toxikus hatása
T5940;Chlorgáz toxikus hatása
T5950;Fluorgáz és hydrogen-fluorid toxikus hatása
T5960;Hydrogen sulfit toxikus hatása
T5970;Széndioxyd toxikus hatása
T5980;Egyéb meghatározott gázok, gõzök és párák toxikus hatása
T5990;K.m.n. gázok, gõzök és párák toxikus hatása
T6000;Szervesphosphat és carbamat insecticidek toxikus hatása
T6010;Halogenizált insecticidek toxikus hatása
T6020;Egyéb insecticidek toxikus hatása
T6030;Herbicidek és fungicidek toxikus hatása
T6040;Rágcsálóirtó szerek toxikus hatása
T6080;Egyéb pesticidek toxikus hatása
T6090;K.m.n. pesticidek toxikus hatása
T6100;Ciguatera hal által okozott mérgezés
T6110;Scombroid hal által okozott mérgezés
